publicationID,subjects,references,year
72b63b70,cyber-physical security for industrial systems,4d147e49;cd33670c;65899cd9;ca22e496,2020
8058c3a5,remote sensing for archaeological site discovery,4ebc7c47;ae743ef4;51d6ece3;da4dc5b3;f24ca746,2009
57f8628b,AI models for disaster risk management,01347ea4;b1b216d3;d13f4e24;01d738ae,2007
5d5f1c61,optical lattice clocks for timekeeping,827b4322,1997
97b9b251,historical linguistics and language evolution,d91c5ac7;7e3348c0,2005
edfdda00,social network analysis in political movements,98ccbe27;b11e42ce;97b9b251,1992
e5892ce7,privacy-preserving machine learning techniques,a97805ae;49e4d481;d42f20b2;90b12253,2006
4e499c81,conservation genomics for endangered species,9de67d22;39394a28;5c84fb61;4b17c2cc,2006
b88c29e9,viral evolution tracking through genomics,3ed729ff;634c798e;ee56d4a3;53f1ad03;32845647,2016
cfd413e0,explainable AI for healthcare applications,fb4c7f14;63b60a2c,1990
228c8d6b,renewable energy integration into smart grids,c99d0d5b;38ca74e5,2011
a57badac,historical linguistics and language evolution,f4abbbb6;01d738ae;2bd13217;5fccc521,2011
d37189a2,astrophysical jets from black holes,5500861c,2009
642ffaf8,genetic epidemiology of rare diseases,4ebc7c47;d27f7535;734c4b99,1999
3049e0e4,edge computing for smart cities,535b22c9;2aca9456;623ec2ec;d5adee5d,1996
720fee12,3D printed prosthetics for amputees,d42f20b2;09f4940e;fe0a8d23,2000
d651619e,digital humanities text mining methods,4160aab1;24d1db9e;dfdd65fc;7875dca3,2008
15d05f71,pollen dispersal modeling in urban environments,ee56d4a3;46944422;831936d1;1bae4da8;397eb702,2002
55f9ba69,wildfire prediction using satellite imagery,01931073;a5e81404,2022
cf6c202d,privacy-preserving machine learning techniques,943e0b6c;8d3d4618;bce5ecd2;fa691a07;e4a205db,1991
46de499e,microplastics in freshwater systems,04d6af4e;bd131f6b;5500861c;a0b13ed3;cf6c202d,2000
7b45b2dd,privacy-preserving machine learning techniques,c50b13d9;e74724a2;d4b1f308;9d2a9fb7,2020
766f88b8,pollen dispersal modeling in urban environments,d018d708;eaff58d3;07db0bea;d321e5f5,2010
fb1fbc0b,astrophysical jets from black holes,1943f507;97b9b251;9d2a9fb7;a5e81404,2004
bcb42631,dark energy survey methods,2bdf6f2e;6792de87,1992
6f4066e2,viral evolution tracking through genomics,22a48a69;2bdf6f2e;c118699b;65100158;ebfc1887,2010
28c16709,philosophy of mind and consciousness,786e789d,1993
1b7eb74b,gamification strategies in education,24f3f1dc,2003
e804675d,3D printed prosthetics for amputees,36f2b513;1f84dac1,2004
b35bcfc6,renewable energy integration into smart grids,dbba747c;d975af1c;c7ddbce8;608490f2,2005
274c9d9e,pollen dispersal modeling in urban environments,0ddd3bf7,1999
df283ea2,personalized nutrition using genomics,b0c33574;de61d9c5,2020
15b65310,single-cell RNA sequencing analysis,d45c43ee;de446ce8,2018
fb2dd989,self-supervised learning in vision,1abcc1d4;77b78d8a;3ca4ec3c;3242218c,1991
66757e93,human-robot interaction in workplace environments,5be34767;26b49673;7900cdf4;4d147e49,2012
4e34edae,CRISPR gene drive implications,3d1024bb;32e4320c;46de499e;4304ea38,2023
06971029,social network analysis in political movements,476d0c66;ff4e3422;0f9a0c8c;eb357618;95be610f,2000
cc16eb1a,robotic swarms for agricultural monitoring,52b51505;72b63b70;ca22e496;9baf16e7;e74724a2,2016
54a17e5f,tumor microenvironment modeling,3242218c;d1daa702;479f7627,2007
37c20363,federated learning for mobile devices,20e96ae0;c6c8bce6;01347ea4;a81784a6,2021
1bd04ee1,federated learning for mobile devices,b1b216d3,2005
5895c6ab,transformer models for language translation,4cb84bde;5814a929;8cedd540;de070069,2023
5125cbaa,human-robot interaction in workplace environments,c0788731;6f08dcef;12d531a5;09f4940e,2009
a4af1e06,remote sensing for archaeological site discovery,d99cb38e;b36dee0f;39394a28;8058c3a5;1b716149,2015
0e46fb76,nanomaterials for energy storage,da4dc5b3,2023
54a3fab6,edge computing for smart cities,3481a4b1;c3c12fe7;b79e0c39;ce57a5d0;477038e9,1997
19bdbe4f,cyber-physical security for industrial systems,dbabd724;1f4071aa,1990
67819ecb,nuclear fusion reactor design,228c8d6b;c3c07ffc;b705749d;de774324,2008
095c0acc,digital twin technology in manufacturing,12aece99;26b49673;98ccbe27,2003
7fa487fe,convolutional neural networks for medical imaging,4b8d0784;d4b1f308,1995
eaae4cb4,machine learning models for pandemic forecasting,54a17e5f;fe0a8d23;90bfba94;814ec0e6;8db05c21,2015
d713fc05,solar radiation management techniques,81c489f3;310e8c90;01931073;36f2b513,2006
86702143,autonomous ship navigation systems,285cb3b9;5c54a86d;74c0e8fe;a4cbe7ff;5f15f574,1999
251d8cbb,neuroscience of social behavior,de774324;8cedd540;03642f12;b93c658c;01d738ae,2010
c7055615,particle physics beyond the standard model,a6abf489,2018
e659f364,advances in superconducting materials,5e6b5dd4,2021
bf9c82d3,history of mathematics in Islamic civilizations,38833db1;e74724a2;0f4aeccb;b2040ca8;766f88b8,2002
c7392ddc,permafrost thaw and greenhouse gas emissions,d97c38c2;521285ab;0bbe226b;3242218c,1993
3fddf4cc,evolutionary algorithms for design optimization,eaff58d3;0ddd3bf7,1996
ee1df264,permafrost thaw and greenhouse gas emissions,293be96e;06971029;952afec9,2023
b3add5d9,3D printed prosthetics for amputees,5814a929;2ed68e59;b982ad22;9dd14f4f;c7392ddc,2000
a6b904fe,psychological impacts of long-term space travel,1f4071aa;285cb3b9,2021
6fee6bb4,carbon sequestration in mangrove ecosystems,397eb702;0f9a0c8c;d2474297;08f92242;5756fca1,2009
f7819893,multimodal learning with text and images,f7775a13;2bd31928,2007
d6d1d221,particle physics beyond the standard model,4b8d0784,2000
83a675da,immunotherapy treatments for melanoma,22db8254;52b51505;650337c1;f01fe9d5;605fa80e,2004
fd0c3209,quantum entanglement experiments,4d60d90e;d1daa702;4c87db57;cde5b9d2,2013
637571ab,permafrost thaw and greenhouse gas emissions,014b8d0f;cb6e6e49,2000
e1b9349c,multimodal learning with text and images,1131ecec;03642f12;6c47c05f,1996
cd517a00,remote sensing for archaeological site discovery,2d9c1b27,1998
c31f2f00,nanomaterials for energy storage,97b9b251;e3c74bb4,1992
6f47482c,impact of ocean acidification on coral reefs,26b49673;e1b9349c,2011
b4ca8fed,evolutionary algorithms for design optimization,3ea92530,2003
a719d33a,cyber-physical security for industrial systems,46944422;942c77c4;9940a7f1;66757e93,1996
ab1e8c54,biodegradable materials for packaging,5631cd8f;a3995b22;7caa4af5,2021
22bd73d7,protein folding prediction with AI,73bfd4c3;8ea8eb2c;720fee12,2020
49e5c0ba,single-cell RNA sequencing analysis,4313cb4d;4da531d3;0bfeeb43;f6551253,2017
4813f4c8,citizen science platforms for biodiversity,64c417f5;53e469e9;4e499c81,2018
179b0838,cyber-physical security for industrial systems,994136ca;4e499c81;0272ebe2;36f2b513;e47a9188,1999
4a8e09e1,conservation genomics for endangered species,036f4bcf;d6c7e505;21e5a8b6;dbba747c;34caa59f,2010
0ac40fe6,VR therapy for PTSD treatment,e659f364,2003
f90205c0,particle physics beyond the standard model,554f04a9;3ca4ec3c;fe0a8d23;923a657b,2023
045cf1fc,self-supervised learning in vision,5838d62b;ed9c963d;8fea2105;3d2a8f12;336a7498,2007
adc93fc0,optical lattice clocks for timekeeping,2bdf6f2e;b79e0c39,2003
3f6ff6d0,reinforcement learning in robotics,be7a3390;54a3fab6;9baf16e7;d018d708;de446ce8,2005
51a8149e,microplastics in freshwater systems,0f9076ab;fd692724;de774324;0b8b67d0,2020
b74c89f2,adversarial attacks on deep learning systems,eaff58d3;8c63d3fb;7084879c;d0d0efb1,2002
d7744d4b,astrophysical jets from black holes,31b005d6;3fe43866,1990
01d5b531,impact of ocean acidification on coral reefs,a97fa40e,2001
ccfce02c,bioinformatics pipelines for metagenomics,03fe9991,1996
c7791f76,social network analysis in political movements,24f3f1dc;c73a0541;c7ddbce8,2009
17651f9d,biodegradable materials for packaging,37c20363;ad89785a;ea195df7;285cb3b9;0bbe226b,2010
f7f36a2c,digital humanities text mining methods,2d9c1b27;7cd56830;36f2b513;15e8f6d4,2005
f467fe8a,CRISPR gene drive implications,285cb3b9,1991
09a79f33,single-cell RNA sequencing analysis,61448fc7;507b5b48;1b716149;d6c7e505;5c54a86d,1990
e30cb998,surface chemistry in catalysis,cf680e13;0f4aeccb,2018
ae439740,gravitational wave astronomy with LIGO,91555020;0ac8a49c;78f10c96;4e2f76d1,2016
91086de4,few-shot learning for natural language processing,4d03d335;9c1b2516,1993
7df8911f,autonomous ship navigation systems,d999d268,2022
d8446e4f,human-robot interaction in workplace environments,b74c89f2;622a741c,2019
8cd603fe,history of mathematics in Islamic civilizations,71be44e9;8c2e7646;8cedd540;cc16eb1a,2002
937fffc9,symbolic regression using neural networks,3cc3a695;014b8d0f;7c1f7f2e;e16438f0;78f10c96,1993
7fde6c9d,viral evolution tracking through genomics,dcde54cb;f6e2ef4d;e1b9349c;d5adee5d,1993
92264cfd,microplastics in freshwater systems,58c92211,2003
19d01cf2,high energy cosmic ray detection,5814a929;0b3f7860;8c2e7646;9dbef1eb;26b49673,1999
36250b24,microbiome-host interactions in immunity,0147f85e,2011
d7e1e1bc,cryptocurrency adoption in developing economies,54cd77ec;3f29e956,2008
6f889e7e,genetic epidemiology of rare diseases,031f3830;bd131f6b,2011
3daf85f7,graph neural networks in chemistry,63b8ad0c;be7a3390;59323a45,1992
fc2cb2b9,gamification strategies in education,ea025302;3d1024bb;00efe146;55f9ba69;0147f85e,1993
059f9450,microplastics in freshwater systems,21e5a8b6;0336415d,1992
c753b642,VR therapy for PTSD treatment,a282389d;634c798e;53f1ad03,1991
5281f1c1,renewable energy integration into smart grids,7900cdf4;b9343198;fb852b19;d93ac61b,1994
5c69431e,sparse coding in machine learning,cdab69a3;a3995b22;9ccf0f05,2023
70aabc8f,conservation genomics for endangered species,c73a0541;9302c5d3,1992
f80bfa06,convolutional neural networks for medical imaging,0d07eeb5;97b9b251,2001
99120667,particle physics beyond the standard model,81921601;535b22c9;0189e962;4b9f4f7c;1f84dac1,2022
0cb1f249,CRISPR gene drive implications,61448fc7;80125941,2022
2d44230e,dark energy survey methods,85f7fcd0;372f1993;98ccbe27,2016
cba3eb2b,robotic swarms for agricultural monitoring,63b0f766;6c47c05f;0d07eeb5,2012
177e7869,dark energy survey methods,2bd13217;ccfce02c;f7819893;f80bfa06;a14f0437,1997
cfff22c6,conservation genomics for endangered species,2b280cb9,2022
89c75d96,biodegradable materials for packaging,c99d0d5b;0f9076ab,1996
00141faa,particle physics beyond the standard model,e74724a2,1992
2ea576c1,ethics of AI surveillance technologies,c25c0f92;a282389d;36250b24,2011
7da47d82,immunotherapy treatments for melanoma,7fa487fe,1992
f1cbcc61,additive manufacturing of aerospace parts,c58f8f70,1993
bfec0491,ethics of AI surveillance technologies,f41c45fb;3fed0579;31a7a82c,2010
6be42d19,convolutional neural networks for medical imaging,e7ef3a02;901f7c77;99120667;5631cd8f,2001
e10ed12c,hydrological modeling under climate change,53c8a183,1999
47c605e8,social network analysis in political movements,515e194a;bf9c82d3;8d8f3f2e,2014
e0f275e9,migration patterns and urbanization,651fb3c1,2015
2ef41734,pollen dispersal modeling in urban environments,507b5b48;e4a205db,2010
f9a32c2e,renewable energy integration into smart grids,4ebc7c47,1997
5fcd9240,social network analysis in political movements,dcde54cb;63b60a2c;55aa11e0;13ad25c9,2000
6700571f,microbiome-host interactions in immunity,b2d9df6e,1996
54646e0b,federated learning for mobile devices,5a02dcca;7900cdf4;a62b0b03,2010
f746f5a7,particle physics beyond the standard model,01d738ae,1995
58474261,social network analysis in political movements,aa271a6f;d2c9bcae;c2ff2559,2005
a1df5c2c,wildfire prediction using satellite imagery,5d5f1c61,2014
0677b0d3,AI models for disaster risk management,8886624a;80125941;b35bcfc6;3b5e1a1c;dcfe4910,1997
d0283e0d,additive manufacturing of aerospace parts,c3c07ffc;fef38c51;9c8da83f,2010
7b2ccab5,biodegradable materials for packaging,7b2d0e1a,1994
dec2f71b,3D printed prosthetics for amputees,5eeb228b;f18d3b3b;b360b714;eaae4cb4,2013
28a3e2bc,multimodal learning with text and images,1801c3ef,2013
f65d95be,historical linguistics and language evolution,49606bf2;5fcd9240;a97fa40e;4b9f4f7c,2017
9eb8f481,surface chemistry in catalysis,16c6c8e2,2004
13f13a49,ethnobotany of indigenous medicinal plants,dbe91834;e4a205db;eb357618;49428ac6,2014
c7a605a8,technological innovation in ancient civilizations,a506665a;d91c5ac7,1997
42e89b11,graph neural networks in chemistry,c0788731;aee4af89,1992
f3320613,self-supervised learning in vision,be7a3390;df283ea2;177e7869,2003
79a86a4c,human-robot interaction in workplace environments,81921601;cfd413e0,2008
336cb2f9,VR therapy for PTSD treatment,8058c3a5,1992
e7ad81d1,additive manufacturing of aerospace parts,637571ab;d321e5f5;e30cb998;0625cae5;451a6c58,1999
8a6255bd,permafrost thaw and greenhouse gas emissions,6f08dcef;4a8e09e1;eead67d1;6e110634;66757e93,2000
d5bda319,visual question answering systems,3481a4b1;2edf3f86;87b4f827,2013
ba1cb9f0,migration patterns and urbanization,6f08dcef;2b280cb9,2017
d01787b8,synthetic media and misinformation,fb2dd989;ca867708;fbbe92c3;0677b0d3,1999
6a1dbf1f,personalized nutrition using genomics,7900cdf4;634c798e;247de265;9baf16e7,2002
5e392e11,neuroscience of social behavior,e3c74bb4;15b65310;49e4d481,2005
e6e81fc6,machine learning models for pandemic forecasting,6449bc70;86254633;0f9076ab;0f9a0c8c,2012
c9766c3e,cryptocurrency adoption in developing economies,08f92242,2022
88066aa6,wearable biosensors for chronic disease management,952afec9;07fb3646;1bd04ee1;8a6255bd;73bfd4c3,2013
86f81958,psychological impacts of long-term space travel,02e5e209;53e469e9,2018
1a93b9b2,machine learning models for pandemic forecasting,eb357618;b35bcfc6;515eb949;076b154e;f24ca746,1997
4a30fbb9,citizen science platforms for biodiversity,937fffc9;3f29e956;d6b80b7d,1996
aedb1e2b,tumor microenvironment modeling,8a6255bd;9229b952;ca5349e6;5f15f574,2006
7cf1c763,gamification strategies in education,1b7eb74b;05bf7e33;7084879c;f80bfa06;7872ca62,2010
094e51bd,ethnobotany of indigenous medicinal plants,397eb702;ff21c8ad,2023
677a8893,explainable AI for healthcare applications,97865c43;0625cae5;6139bbc9,2019
86d35c15,privacy-preserving machine learning techniques,97865c43;e7ad81d1;b1b216d3;720fee12,2005
17d5ce58,high energy cosmic ray detection,3ed729ff;942c77c4;6e68a400;a97fa40e;827b4322,1993
77280a99,sparse coding in machine learning,a2fcb390;8c2eb87a,2014
aeb3adac,biodegradable materials for packaging,f2850fcb;681cb8cb;d5bda319;71675cd6;3ea92530,2017
f16199a8,multimodal learning with text and images,7b45b2dd;39c50451;7cf1c763;6700571f;5aa05050,2018
c3779346,machine learning models for pandemic forecasting,6fee6bb4;4ebca397;681cb8cb,2022
fb1619ce,cognitive biases in decision making,eb357618,2023
800f0875,VR therapy for PTSD treatment,a2d0046f;cc16eb1a;b0257079,2004
4a6b6dee,protein folding prediction with AI,7da47d82;278d3936,2007
911cdf56,ecosystem services valuation methods,901f7c77,2012
7dcf9a71,microplastics in freshwater systems,4dc3e5f9;63b8ad0c,2004
dd2ef46c,convolutional neural networks for medical imaging,c9766c3e,2021
0575027a,bioinformatics pipelines for metagenomics,720fee12;d2474297,2010
866a2984,biodegradable materials for packaging,7a8df4b5;3207837d;1f4071aa,2008
23d8aeac,convolutional neural networks for medical imaging,6dbd40df;014b8d0f;35f22e70;e93067c7,2007
9d1f5c02,migration patterns and urbanization,aafd58b2;923a657b;50fc55f3,2011
b4ecde3d,personalized nutrition using genomics,7b4f84bc,2006
bdd2e902,sparse coding in machine learning,d0d0efb1;0e7fa6c3;aa4d50bb,2015
31af52c6,reinforcement learning in robotics,4dd834ae;dbba747c;54cd77ec;bb57f330,2021
3f0123c0,solar radiation management techniques,98ccbe27;7d8a9e08,1993
4095326f,AI models for disaster risk management,d27f7535;7329d33f,1994
aff65b24,viral evolution tracking through genomics,f90205c0;67341aa8;608490f2;12b9a750;ae743ef4,2003
c7491767,cognitive biases in decision making,766f88b8;afb47c2d;65899cd9;4095326f,2007
2b5b392a,symbolic regression using neural networks,e7ef3a02;285cb3b9,2020
2da21703,cognitive biases in decision making,22bd73d7;85f7fcd0,1997
39a12856,adversarial attacks on deep learning systems,c7491767,2015
4129a08a,citizen science platforms for biodiversity,55f9ba69,2019
a0e71d12,nuclear fusion reactor design,16c6c8e2;d321e5f5;3ed729ff;1350a597,2006
815d7c6e,neuroscience of social behavior,7c883580;0147f85e,2018
8e5d7f5b,astrophysical jets from black holes,ae140900;4a30fbb9;89c75d96,2023
3af3490b,philosophy of mind and consciousness,1943f507,2012
635756a1,wireless power transfer in electric vehicles,622a741c;4dc3e5f9;97865c43;f9ce8fa9,2019
81e031ff,conservation genomics for endangered species,35a28adc;2e24eb17;fb4c7f14,1995
84df947b,adversarial attacks on deep learning systems,2d9c1b27,1993
c4bff64b,ethics of AI surveillance technologies,31b005d6;036f4bcf,2017
09fdc805,optical lattice clocks for timekeeping,ca303472;3fed0579;adc93fc0;5fcd9240,2004
9d6ff4eb,biodegradable materials for packaging,d9881a74;fd0c3209;07fb3646;34caa59f;88066aa6,1996
70718813,philosophy of mind and consciousness,cf6c202d;01347ea4;814ec0e6;4ebca397;b995126a,1992
77ee8e35,few-shot learning for natural language processing,97d2b82a;16c6c8e2;397eb702;97b9b251,2022
2fa218e5,immunotherapy treatments for melanoma,94ae86f6;0625cae5;cad19a60,2021
7536c204,quantum entanglement experiments,25f0d107;479f7627;866a2984;8e5d7f5b,2014
8fd2ac19,3D printed prosthetics for amputees,f7775a13;bb6b4abd;901f7c77,2022
8d9dea56,synthetic media and misinformation,b9f7b9d5,1999
b8bfe567,genetic epidemiology of rare diseases,2b00017d;3ca4ec3c,1991
1f2df5c6,wildfire prediction using satellite imagery,aafd58b2;46944422;7b2d0e1a;42e89b11,2006
2f9c7e3d,high energy cosmic ray detection,9940a7f1;31243a1c,2019
3c0d112d,visual question answering systems,77ee8e35;177e7869,1992
80912626,wildfire prediction using satellite imagery,12b9a750;7f977e91,1990
118a4ac5,bioinformatics pipelines for metagenomics,af5c8f15,2013
20aee1ec,historical linguistics and language evolution,47c605e8;54a3fab6;f467fe8a;642ffaf8,1990
72c52d35,immunotherapy treatments for melanoma,eb357618;474a9e99;f6773e87,2016
b330bba3,historical linguistics and language evolution,3242218c,2000
fe5b5333,microbiome-host interactions in immunity,ba37b2f9,2002
fba296e9,cryptocurrency adoption in developing economies,88066aa6;31243a1c;5814a929,2003
b842fad9,renewable energy integration into smart grids,e18a794f;2d44230e;ea195df7;b39ce61b,2003
9f89ac4f,single-cell RNA sequencing analysis,0147f85e,2017
80b89ac9,philosophy of mind and consciousness,90bfba94;efabbdcf;09fdc805,2007
4bd5137b,blockchain applications in supply chain management,4da531d3;49428ac6;f7f36a2c;6bb5ffac;c8835004,1998
d50306e9,solar radiation management techniques,368ac66d;38ca74e5;4160aab1;f9bae397;5c84fb61,2023
6fffc551,protein folding prediction with AI,e9a780c4;3607dddb;d93ac61b,2020
c574a80d,machine learning models for pandemic forecasting,5eeb228b,1992
d6be4086,citizen science platforms for biodiversity,32845647;b360b714;dac12876;3d1024bb,2021
199761b6,economic inequalities in digital access,a15dde82;e9a780c4;32ae08fa,2011
6269d5b8,robotic swarms for agricultural monitoring,70eb2ff2;2ed68e59,2019
292ba3f7,wireless power transfer in electric vehicles,34caa59f;8d9dea56,2019
8a69050c,drone-based delivery system optimization,4dd834ae;a6d9167d,2018
091e4714,high energy cosmic ray detection,014b8d0f;d4b1f308,1990
224f57f2,few-shot learning for natural language processing,71675cd6;1abcc1d4,2021
81b41a79,federated learning for mobile devices,4e047777;7cd56830;12aece99;19d01cf2;2e9b99d5,2002
4f0e4ca2,history of mathematics in Islamic civilizations,aedb1e2b;90bfba94;eb357618;2b00017d;bce5ecd2,2013
9b1537ea,sparse coding in machine learning,1bd04ee1,2018
d7771180,blockchain applications in supply chain management,61448fc7,2020
4553086d,machine learning models for pandemic forecasting,f6773e87;2d44230e;430de0e2;2ed68e59;cf6c202d,1997
7e3850aa,digital humanities text mining methods,d37189a2;ebfc1887;650337c1;677a8893,2000
c649c4cb,ethnobotany of indigenous medicinal plants,fe0a8d23,1994
f85515b0,wildfire prediction using satellite imagery,b35bcfc6;71d60c82;1b61e1ee;6269d5b8;7329d33f,2013
ebe60023,hydrological modeling under climate change,730115e8,1994
da0f9a65,cyber-physical security for industrial systems,28c16709;57700c90;91086de4;f41c45fb;f2850fcb,1993
b4da4f76,cryptocurrency adoption in developing economies,1bae4da8;49606bf2,2023
485e2125,remote sensing for archaeological site discovery,228c8d6b;9927da90,2005
b272be8b,remote sensing for archaeological site discovery,7c883580;5125cbaa;720fee12;f9bae397;293be96e,2008
ebe378f2,multimodal learning with text and images,3242218c;3ffc0780;0b8b67d0,2010
3fa33720,single-cell RNA sequencing analysis,b11e42ce;c372cb5e,2021
2cca1f8a,privacy-preserving machine learning techniques,ed9c963d;b4ca8fed;4092b252;13fabc74,2017
39d41b71,human-robot interaction in workplace environments,2e53c9d5,2004
e17880b7,high energy cosmic ray detection,80912626;045cf1fc,1993
fac1958b,sparse coding in machine learning,8886624a,2010
c5d2c1ce,quantum entanglement experiments,be7a3390;e3c74bb4,1999
a30005a8,social network analysis in political movements,7b2d0e1a;ed820df6;a6b904fe,2005
5eb1595b,dark energy survey methods,5e392e11;786e789d;85f7fcd0,1998
4938abf0,genetic epidemiology of rare diseases,a5e81404;8c63d3fb;fb852b19;0f9d8e22;e7b6a9b2,2008
5c2694bd,viral evolution tracking through genomics,ea195df7;2cca1f8a;f2850fcb,2003
3fc3830a,psychological impacts of long-term space travel,406ed93b;59323a45;3f29e956;9baf16e7,2003
c4dda09d,solar radiation management techniques,fd692724;9b1537ea;da731080,1990
9cd080ed,deepfake detection algorithms,cf6c202d;dfdd65fc;5567d1c3,2007
642fd482,tumor microenvironment modeling,d7cca12a;949e0235,1991
b07188d9,dark energy survey methods,651fb3c1;5631cd8f,2022
9a688274,history of mathematics in Islamic civilizations,a97fa40e;ad89785a;49428ac6,1993
ada9e677,ethics of AI surveillance technologies,d97c38c2;39a12856;13fabc74;0b8b67d0;9ccf0f05,2002
63b3331f,tumor microenvironment modeling,bf9c82d3,1990
76c580ff,sparse coding in machine learning,bfec0491;81921601;0f9076ab,2022
d764fe07,robotic swarms for agricultural monitoring,b22b4f54;5ad96d46;6be42d19,2018
95f5e232,symbolic regression using neural networks,b2d9df6e;292ba3f7,2005
1b392895,explainable AI for healthcare applications,2b00017d;ec0d21f9;1b61e1ee;6449bc70,2014
615cf602,blockchain applications in supply chain management,86f81958;19d01cf2,1995
f92042a0,ecosystem services valuation methods,12d531a5;a4af1e06;055bb072;7eabd67d;de381482,2017
4489311d,citizen science platforms for biodiversity,67819ecb,2011
8ac4d36c,cyber-physical security for industrial systems,5d8be6d7;045cf1fc;77b78d8a,2000
801bab0e,visual question answering systems,4a8e09e1,1992
ebd6e120,astrophysical jets from black holes,756be6f5;0f9d8e22;8a6255bd;b8bfe567;23d8aeac,1994
02d98719,high energy cosmic ray detection,6449bc70;4095326f,1990
d2c365cd,synthetic media and misinformation,a2d0046f;9baf16e7,2022
2215a8aa,permafrost thaw and greenhouse gas emissions,520f6e7a,2009
5d505411,machine learning models for pandemic forecasting,4e499c81;179b0838,2007
8787bb40,immunotherapy treatments for melanoma,4129a08a;336a7498,2007
14aa7a50,visual question answering systems,347040a5,2008
061c0dd1,3D printed prosthetics for amputees,d863ff28;53f1ad03;ee1df264;56e28d2b,2016
35a9587a,3D printed prosthetics for amputees,c5d2c1ce;f7819893,2008
be0a794a,psychological impacts of long-term space travel,0b3f7860;7536c204,2010
7ee6d84c,edge computing for smart cities,03642f12;0b8b67d0;4938abf0,2013
9f20b5d1,symbolic regression using neural networks,7084879c;05bf7e33,1994
78e75fae,ethics of AI surveillance technologies,40683d5e;57f8628b,2016
5c6c27c5,renewable energy integration into smart grids,f7819893;d06c8e5a;32ae08fa;8a6255bd,1992
9a2ba83a,optical lattice clocks for timekeeping,dcfe4910,2002
29fbab87,cryptocurrency adoption in developing economies,8e2fed8f;dd16ad5d;49e5c0ba;bae9b666;406ed93b,2004
9c0922a1,technological innovation in ancient civilizations,2215a8aa;6e29cb4d,1996
2009f605,CRISPR gene drive implications,d6c7e505;598404f2;2bdf6f2e;abbab5ec;2d44230e,2001
532eb3e9,3D printed prosthetics for amputees,eeae9bbd;d7e1e1bc;285cb3b9;fef38c51;86702143,1991
80fd7dfc,renewable energy integration into smart grids,ab1e8c54;2215a8aa;3cc3a695,2022
8b1c4c7e,nanomaterials for energy storage,e7ad81d1;15b65310,2018
71434180,bioinformatics pipelines for metagenomics,77ee2089,1996
4d5a1b79,adversarial attacks on deep learning systems,8cedd540;507b5b48;617c8acf,2000
6666ab87,self-supervised learning in vision,348620df;80125941;a5e81404;49e5c0ba,1998
66396616,hydrological modeling under climate change,b88c29e9;17651f9d;ae439740;4f7e0fc1;5f70623f,2010
caa63ecc,explainable AI for healthcare applications,045cf1fc;4e2f76d1;3f6ff6d0;d91c5ac7,2001
88e4befa,carbon sequestration in mangrove ecosystems,8f513786;7c1f7f2e;e681c1a4;1f4071aa,1992
40e6eed6,ethics of AI surveillance technologies,06971029;5fcd9240,2003
60b94856,cryptocurrency adoption in developing economies,49e5c0ba;f26d9918;13a8cb00;80125941;3ca034c0,2001
0e2416d9,ethnobotany of indigenous medicinal plants,3481a4b1;9229b952;78f10c96,2019
a5aee6a9,privacy-preserving machine learning techniques,5895c6ab;65899cd9;7eabd67d;3f29e956;1adf50fe,1999
e49c338c,personalized nutrition using genomics,0cb1f249;e39b8bc7;3242218c,1991
74b820be,pollen dispersal modeling in urban environments,a4af1e06;179b0838,2017
12fc2a44,gravitational wave astronomy with LIGO,2e53c9d5;8c2eb87a,1995
bc6bb642,tumor microenvironment modeling,fac1958b;d7f082bd;f90205c0;b995126a,2023
3acbdd58,wearable biosensors for chronic disease management,86e265c7,1998
297f34fe,graph neural networks in chemistry,63040d7c;5e392e11;34dafa5e;477038e9,2008
d457ce13,bioinformatics pipelines for metagenomics,98b83b14;c5f5863e;b3add5d9,1991
7839013f,citizen science platforms for biodiversity,7d7be764;905bc7c2;d2c365cd;d6be4086,2015
e553166d,solar radiation management techniques,c3c07ffc,2010
48bb4b73,gravitational wave astronomy with LIGO,7d8a9e08;274c9d9e;a14f0437;2e24eb17;09a79f33,1996
bc4ebfed,gravitational wave astronomy with LIGO,58474261;12e58f1b;b0c33574;32e4320c;5ad96d46,2023
d6b21f85,gamification strategies in education,831936d1;4d60d90e;8ea8eb2c,1991
01d129f7,philosophy of mind and consciousness,5567d1c3;b4da4f76;7839013f;dde45ab6;01347ea4,2000
c505ba9a,solar radiation management techniques,397eb702;4a30fbb9;38833db1;77b78d8a,2018
a2e1ebbe,multimodal learning with text and images,e8a73632;031f3830;d91c5ac7;c574a80d;f84e4d97,1990
0db1c09d,philosophy of mind and consciousness,b79e0c39;266d7c79;2aca9456;b60db20f,1995
1beb15f5,cryptocurrency adoption in developing economies,199761b6;4cb84bde,1997
84d10829,digital humanities text mining methods,9baf16e7;9d1f5c02;02d98719,1997
4d8da61a,single-cell RNA sequencing analysis,80125941;09fdc805;f90205c0;24d1db9e,2014
d31f1975,digital twin technology in manufacturing,9cdf5c77;e5892ce7;942c77c4,2015
975a1ed6,ecosystem services valuation methods,9baf16e7,2011
